message,author,timestamp,category,sentiment,keyword_mentioned,message_length,department_ID,job_classification
I just shared a story! It was boring.,Alice,2025-09-24 21:58:36,other,0.12,other,37,D3_Legal,Hourly
I just shared recipe! It was boring.,Eve,2025-09-24 21:58:41,food,0.05,recipe,36,D4_HR,lead
I just tried a meme! It was weird.,Alice,2025-09-24 21:58:46,humor,0.19,meme,34,D2_Mfg,senior
I just loved an app! It was boring.,Alice,2025-09-24 21:58:51,other,0.25,other,35,D2_Mfg,senior
I just tried JavaScript! It was funny.,Charlie,2025-09-24 21:58:56,tech,0.7,JavaScript,38,D2_Mfg,Hourly
I just found recipe! It was weird.,Eve,2025-09-24 21:59:01,food,0.31,recipe,34,D5_Operations,lead
I just found a trick! It was funny.,Eve,2025-09-24 21:59:06,other,0.75,other,35,D3_Legal,Hourly
I just shared travel! It was funny.,Alice,2025-09-24 21:59:11,travel,0.9,travel,35,D2_Mfg,lead
I just saw a movie! It was exciting.,Charlie,2025-09-24 21:59:16,entertainment,0.0,movie,36,D1_Finance,associate
I just loved a meme! It was amazing.,Bob,2025-09-24 21:59:21,humor,0.01,meme,36,D6_Logistics,Level 2
I just tried an app! It was weird.,Bob,2025-09-24 21:59:26,other,0.55,other,34,D5_Operations,lead
I just loved a movie! It was weird.,Charlie,2025-09-24 21:59:31,entertainment,0.17,movie,35,D4_HR,Level 1
I just shared recipe! It was weird.,Alice,2025-09-24 21:59:37,food,0.39,recipe,35,D4_HR,Level 2
I just loved an app! It was exciting.,Alice,2025-09-24 21:59:42,other,0.98,other,37,D3_Legal,Hourly
I just shared recipe! It was exciting.,Eve,2025-09-24 21:59:47,food,0.8,recipe,38,D5_Operations,Level 1
I just tried a meme! It was exciting.,Alice,2025-09-24 21:59:52,humor,0.86,meme,37,D6_Logistics,senior
I just shared recipe! It was amazing.,Eve,2025-09-24 21:59:57,food,0.18,recipe,37,D1_Finance,lead
I just tried a trick! It was boring.,Charlie,2025-09-24 22:00:02,other,0.45,other,36,D2_Mfg,Level 1
I just found a story! It was weird.,Charlie,2025-09-24 22:00:07,other,0.03,other,35,D5_Operations,associate
I just saw Python! It was amazing.,Charlie,2025-09-24 22:00:12,tech,0.5,Python,34,D5_Operations,lead
I just found a trick! It was weird.,Bob,2025-09-24 22:00:17,other,0.33,other,35,D3_Legal,associate
I just saw a movie! It was funny.,Bob,2025-09-24 22:00:22,entertainment,0.94,movie,33,D4_HR,lead
I just found game! It was exciting.,Eve,2025-09-24 22:00:27,gaming,0.1,game,35,D5_Operations,Level 2
I just tried Python! It was weird.,Eve,2025-09-24 22:00:32,tech,0.23,Python,34,D2_Mfg,senior
I just loved Python! It was amazing.,Charlie,2025-09-24 22:00:37,tech,0.77,Python,36,D6_Logistics,associate
I just found an app! It was amazing.,Alice,2025-09-24 22:00:42,other,0.98,other,36,D4_HR,lead
I just saw an app! It was exciting.,Charlie,2025-09-24 22:00:47,other,0.62,other,35,D2_Mfg,associate
I just tried JavaScript! It was boring.,Charlie,2025-09-24 22:00:52,tech,0.31,JavaScript,39,D2_Mfg,senior
I just shared travel! It was weird.,Alice,2025-09-24 22:00:57,travel,0.52,travel,35,D5_Operations,Level 1
I just loved a movie! It was weird.,Eve,2025-09-24 22:01:02,entertainment,0.3,movie,35,D2_Mfg,associate
I just shared JavaScript! It was funny.,Alice,2025-09-24 22:01:07,tech,0.47,JavaScript,39,D6_Logistics,lead
I just shared recipe! It was weird.,Alice,2025-09-24 22:01:12,food,0.75,recipe,35,D1_Finance,Level 1
I just tried a story! It was funny.,Eve,2025-09-24 22:01:18,other,0.85,other,35,D4_HR,Hourly
I just loved an app! It was exciting.,Alice,2025-09-24 22:01:23,other,0.47,other,37,D1_Finance,Level 1
I just tried a movie! It was funny.,Charlie,2025-09-24 22:01:28,entertainment,1.0,movie,35,D6_Logistics,Hourly
I just loved recipe! It was funny.,Charlie,2025-09-24 22:01:33,food,0.62,recipe,34,D2_Mfg,Hourly
I just saw an app! It was exciting.,Alice,2025-09-24 22:01:38,other,0.01,other,35,D4_HR,Level 2
I just found recipe! It was weird.,Bob,2025-09-24 22:01:43,food,0.64,recipe,34,D5_Operations,associate
I just found a trick! It was amazing.,Charlie,2025-09-24 22:01:48,other,0.22,other,37,D5_Operations,Level 2
I just tried travel! It was amazing.,Alice,2025-09-24 22:01:53,travel,0.16,travel,36,D2_Mfg,Hourly
I just found Python! It was boring.,Charlie,2025-09-24 22:01:58,tech,0.79,Python,35,D6_Logistics,Hourly
I just found a movie! It was weird.,Eve,2025-09-24 22:02:03,entertainment,0.53,movie,35,D6_Logistics,associate
I just saw JavaScript! It was weird.,Charlie,2025-09-24 22:02:08,tech,0.28,JavaScript,36,D1_Finance,associate
I just saw Python! It was boring.,Eve,2025-09-24 22:02:13,tech,0.44,Python,33,D3_Legal,Level 2
I just saw travel! It was boring.,Alice,2025-09-24 22:02:18,travel,0.21,travel,33,D3_Legal,lead
I just saw game! It was funny.,Alice,2025-09-24 22:02:23,gaming,0.63,game,30,D5_Operations,senior
I just loved a story! It was boring.,Bob,2025-09-24 22:02:28,other,0.35,other,36,D3_Legal,Level 1
I just saw a movie! It was funny.,Alice,2025-09-24 22:02:33,entertainment,0.12,movie,33,D2_Mfg,Level 2
I just saw a meme! It was weird.,Alice,2025-09-24 22:02:38,humor,0.95,meme,32,D3_Legal,associate
I just saw Python! It was funny.,Eve,2025-09-24 22:02:43,tech,0.54,Python,32,D1_Finance,Level 2
I just found recipe! It was weird.,Alice,2025-09-24 22:02:48,food,0.13,recipe,34,D1_Finance,Level 1
I just shared a meme! It was funny.,Bob,2025-09-24 22:02:53,humor,0.49,meme,35,D6_Logistics,lead
I just found a meme! It was funny.,Charlie,2025-09-24 22:02:58,humor,0.82,meme,34,D2_Mfg,associate
I just tried recipe! It was amazing.,Eve,2025-09-24 22:03:03,food,0.09,recipe,36,D4_HR,associate
I just loved game! It was weird.,Charlie,2025-09-24 22:03:09,gaming,0.94,game,32,D4_HR,Level 2
I just saw a trick! It was funny.,Alice,2025-09-24 22:03:14,other,0.51,other,33,D1_Finance,Level 2
I just shared a story! It was boring.,Charlie,2025-09-24 22:03:19,other,0.99,other,37,D5_Operations,Level 1
I just saw an app! It was funny.,Bob,2025-09-24 22:03:24,other,0.59,other,32,D6_Logistics,lead
I just saw recipe! It was amazing.,Eve,2025-09-24 22:03:29,food,0.65,recipe,34,D2_Mfg,senior
I just tried JavaScript! It was amazing.,Alice,2025-09-24 22:03:34,tech,0.27,JavaScript,40,D4_HR,lead
I just tried a story! It was funny.,Bob,2025-09-24 22:03:39,other,0.83,other,35,D5_Operations,lead
I just shared recipe! It was funny.,Eve,2025-09-24 22:03:44,food,0.71,recipe,35,D1_Finance,lead
I just saw a trick! It was boring.,Alice,2025-09-24 22:03:49,other,1.0,other,34,D4_HR,Level 2
I just saw a movie! It was weird.,Eve,2025-09-24 22:03:54,entertainment,0.64,movie,33,D4_HR,lead
I just found travel! It was boring.,Charlie,2025-09-24 22:03:59,travel,0.68,travel,35,D2_Mfg,Hourly
I just found JavaScript! It was funny.,Charlie,2025-09-24 22:04:04,tech,0.61,JavaScript,38,D2_Mfg,associate
I just found recipe! It was amazing.,Bob,2025-09-24 22:04:09,food,0.44,recipe,36,D5_Operations,senior
I just found a story! It was boring.,Bob,2025-09-24 22:04:14,other,0.59,other,36,D2_Mfg,associate
I just found a movie! It was boring.,Charlie,2025-09-24 22:04:19,entertainment,0.66,movie,36,D2_Mfg,senior
I just found an app! It was boring.,Bob,2025-09-24 22:04:24,other,0.87,other,35,D1_Finance,Hourly
I just saw a trick! It was boring.,Charlie,2025-09-24 22:04:39,other,0.04,other,34,D6_Logistics,senior
I just tried JavaScript! It was funny.,Eve,2025-09-24 22:04:44,tech,0.28,JavaScript,38,D2_Mfg,Level 2
I just loved Python! It was weird.,Bob,2025-09-24 22:04:50,tech,0.17,Python,34,D3_Legal,Hourly
I just saw JavaScript! It was funny.,Alice,2025-09-24 22:04:55,tech,0.4,JavaScript,36,D5_Operations,associate
I just tried a story! It was boring.,Charlie,2025-09-24 22:05:00,other,0.84,other,36,D3_Legal,Level 1
I just saw a meme! It was amazing.,Eve,2025-09-24 22:05:05,humor,0.57,meme,34,D4_HR,Hourly
I just found an app! It was weird.,Bob,2025-09-24 22:05:10,other,0.14,other,34,D6_Logistics,lead
I just saw an app! It was funny.,Eve,2025-09-24 22:05:15,other,0.32,other,32,D5_Operations,associate
I just loved a meme! It was funny.,Alice,2025-09-24 22:05:20,humor,0.92,meme,34,D2_Mfg,Level 2
I just tried travel! It was boring.,Eve,2025-09-24 22:05:25,travel,0.85,travel,35,D1_Finance,senior
I just saw a trick! It was funny.,Bob,2025-09-24 22:05:30,other,0.29,other,33,D1_Finance,Level 1
I just tried a meme! It was boring.,Charlie,2025-09-24 22:05:35,humor,0.64,meme,35,D2_Mfg,associate
I just saw a movie! It was weird.,Bob,2025-09-24 22:05:40,entertainment,0.41,movie,33,D4_HR,associate
I just loved an app! It was funny.,Charlie,2025-09-24 22:05:45,other,0.35,other,34,D1_Finance,associate
I just saw Python! It was boring.,Bob,2025-09-24 22:05:50,tech,0.48,Python,33,D4_HR,associate
I just found a trick! It was funny.,Eve,2025-09-24 22:05:55,other,0.98,other,35,D2_Mfg,senior
I just loved Python! It was funny.,Alice,2025-09-24 22:06:00,tech,0.66,Python,34,D1_Finance,senior
I just saw Python! It was exciting.,Alice,2025-09-24 22:06:05,tech,0.01,Python,35,D3_Legal,lead
I just loved Python! It was funny.,Alice,2025-09-24 22:06:10,tech,0.2,Python,34,D4_HR,associate
I just saw a meme! It was funny.,Eve,2025-09-24 22:06:15,humor,0.76,meme,32,D3_Legal,Hourly
I just saw recipe! It was exciting.,Alice,2025-09-24 22:06:20,food,0.81,recipe,35,D4_HR,Level 1
I just tried game! It was funny.,Alice,2025-09-24 22:06:25,gaming,0.48,game,32,D3_Legal,senior
I just tried a story! It was exciting.,Eve,2025-09-24 22:06:30,other,0.74,other,38,D3_Legal,Level 2
I just saw a story! It was amazing.,Charlie,2025-09-24 22:06:35,other,0.06,other,35,D3_Legal,lead
I just found JavaScript! It was weird.,Alice,2025-09-24 22:06:40,tech,0.74,JavaScript,38,D3_Legal,senior
I just saw game! It was weird.,Eve,2025-09-24 22:06:45,gaming,0.51,game,30,D1_Finance,senior
I just loved a story! It was funny.,Charlie,2025-09-24 22:06:51,other,0.98,other,35,D6_Logistics,Level 2
I just shared a movie! It was boring.,Alice,2025-09-24 22:06:56,entertainment,0.06,movie,37,D2_Mfg,Level 2
I just found an app! It was funny.,Eve,2025-09-24 22:07:01,other,0.49,other,34,D4_HR,senior
I just loved Python! It was exciting.,Eve,2025-09-24 22:07:06,tech,0.86,Python,37,D6_Logistics,Hourly
I just saw game! It was boring.,Eve,2025-09-24 22:07:11,gaming,0.77,game,31,D4_HR,lead
I just shared Python! It was exciting.,Alice,2025-09-24 22:07:16,tech,0.58,Python,38,D6_Logistics,associate
I just found JavaScript! It was exciting.,Alice,2025-09-24 22:07:21,tech,0.65,JavaScript,41,D1_Finance,associate
I just tried travel! It was exciting.,Bob,2025-09-24 22:07:26,travel,0.9,travel,37,D4_HR,Level 2
I just tried JavaScript! It was amazing.,Bob,2025-09-24 22:07:31,tech,0.7,JavaScript,40,D6_Logistics,senior
I just loved JavaScript! It was boring.,Alice,2025-09-24 22:07:36,tech,0.86,JavaScript,39,D4_HR,senior
I just shared recipe! It was boring.,Eve,2025-09-24 22:07:41,food,0.98,recipe,36,D4_HR,senior
I just loved JavaScript! It was exciting.,Bob,2025-09-24 22:07:46,tech,0.48,JavaScript,41,D6_Logistics,senior
I just tried Python! It was exciting.,Eve,2025-09-24 22:07:51,tech,0.67,Python,37,D3_Legal,associate
I just saw game! It was amazing.,Charlie,2025-09-24 22:07:56,gaming,0.59,game,32,D1_Finance,associate
I just found a meme! It was exciting.,Eve,2025-09-24 22:08:01,humor,0.6,meme,37,D5_Operations,Level 1
I just loved a trick! It was amazing.,Alice,2025-09-24 22:08:06,other,0.75,other,37,D2_Mfg,senior
I just loved Python! It was funny.,Bob,2025-09-24 22:08:11,tech,0.37,Python,34,D5_Operations,Level 1
I just loved game! It was funny.,Charlie,2025-09-24 22:08:16,gaming,0.89,game,32,D4_HR,senior
I just loved a movie! It was exciting.,Eve,2025-09-24 22:08:21,entertainment,0.68,movie,38,D6_Logistics,Hourly
I just tried a story! It was funny.,Bob,2025-09-24 22:08:26,other,0.82,other,35,D5_Operations,associate
I just shared an app! It was boring.,Charlie,2025-09-24 22:08:31,other,0.72,other,36,D1_Finance,lead
I just tried a movie! It was amazing.,Eve,2025-09-24 22:08:36,entertainment,0.81,movie,37,D1_Finance,senior
I just saw a movie! It was funny.,Bob,2025-09-24 22:08:41,entertainment,0.6,movie,33,D4_HR,lead
I just loved travel! It was funny.,Eve,2025-09-24 22:08:46,travel,0.83,travel,34,D2_Mfg,Level 1
I just found recipe! It was boring.,Bob,2025-09-24 22:08:52,food,0.58,recipe,35,D2_Mfg,Hourly
I just saw a movie! It was funny.,Eve,2025-09-24 22:57:36,entertainment,0.74,movie,33,D4_HR,lead
I just loved travel! It was weird.,Bob,2025-09-25 02:40:10,travel,0.02,travel,34,D4_HR,lead
I just saw a movie! It was weird.,Charlie,2025-09-25 02:40:15,entertainment,0.09,movie,33,D6_Logistics,lead
I just saw travel! It was funny.,Charlie,2025-09-25 17:49:35,travel,0.92,travel,32,D2_Mfg,lead
I just shared game! It was amazing.,Alice,2025-09-25 17:49:40,gaming,0.67,game,35,D3_Legal,associate
I just found a story! It was weird.,Alice,2025-09-25 17:49:45,other,0.84,other,35,D6_Logistics,senior
I just shared a meme! It was boring.,Eve,2025-09-25 17:49:50,humor,0.72,meme,36,D2_Mfg,Hourly
I just tried recipe! It was boring.,Charlie,2025-09-25 17:49:55,food,0.89,recipe,35,D5_Operations,Level 2
I just loved a movie! It was weird.,Charlie,2025-09-25 17:50:00,entertainment,0.17,movie,35,D5_Operations,Level 1
I just loved game! It was weird.,Alice,2025-09-25 17:50:05,gaming,0.16,game,32,D3_Legal,senior
I just found game! It was exciting.,Alice,2025-09-25 17:50:10,gaming,0.45,game,35,D4_HR,Hourly
I just found a meme! It was boring.,Eve,2025-09-25 17:50:15,humor,0.48,meme,35,D1_Finance,lead
I just found travel! It was amazing.,Charlie,2025-09-25 17:50:20,travel,0.06,travel,36,D6_Logistics,Level 2
I just tried a story! It was amazing.,Charlie,2025-09-25 17:50:25,other,0.29,other,37,D5_Operations,Level 2
I just found a story! It was boring.,Alice,2025-09-25 17:50:30,other,0.95,other,36,D5_Operations,associate
I just tried game! It was amazing.,Alice,2025-09-25 17:50:35,gaming,0.09,game,34,D2_Mfg,lead
I just found a movie! It was weird.,Bob,2025-09-25 17:50:41,entertainment,0.55,movie,35,D3_Legal,Level 2
I just loved a meme! It was boring.,Eve,2025-09-25 17:50:46,humor,0.46,meme,35,D5_Operations,senior
I just saw travel! It was amazing.,Alice,2025-09-25 17:50:51,travel,0.12,travel,34,D6_Logistics,Level 1
I just tried a story! It was weird.,Alice,2025-09-25 17:50:56,other,0.27,other,35,D4_HR,associate
I just found Python! It was weird.,Alice,2025-09-25 17:51:01,tech,0.74,Python,34,D6_Logistics,associate
I just shared a meme! It was amazing.,Eve,2025-09-25 17:51:06,humor,0.06,meme,37,D4_HR,Level 1
I just tried a meme! It was weird.,Eve,2025-09-25 17:51:11,humor,0.93,meme,34,D3_Legal,senior
I just saw a movie! It was exciting.,Eve,2025-09-25 17:51:16,entertainment,0.72,movie,36,D1_Finance,lead
I just found a movie! It was boring.,Charlie,2025-09-25 17:51:21,entertainment,0.84,movie,36,D6_Logistics,associate
I just shared JavaScript! It was amazing.,Charlie,2025-09-25 17:51:26,tech,0.69,JavaScript,41,D1_Finance,lead
I just tried an app! It was funny.,Charlie,2025-09-25 17:51:31,other,0.78,other,34,D1_Finance,senior
I just saw game! It was funny.,Eve,2025-09-25 17:51:36,gaming,0.95,game,30,D3_Legal,Level 1
I just shared game! It was weird.,Eve,2025-09-25 17:51:41,gaming,0.04,game,33,D4_HR,senior
I just saw a trick! It was amazing.,Bob,2025-09-25 17:51:46,other,0.05,other,35,D2_Mfg,lead
I just tried an app! It was weird.,Eve,2025-09-25 17:51:51,other,0.3,other,34,D6_Logistics,senior
I just found a trick! It was funny.,Eve,2025-09-25 17:51:56,other,0.12,other,35,D4_HR,Level 2
I just shared JavaScript! It was exciting.,Charlie,2025-09-25 17:52:02,tech,0.42,JavaScript,42,D6_Logistics,Level 1
I just shared recipe! It was funny.,Charlie,2025-09-25 17:52:07,food,0.57,recipe,35,D2_Mfg,Level 1
I just loved a story! It was amazing.,Bob,2025-09-25 17:52:12,other,0.18,other,37,D6_Logistics,lead
I just tried a story! It was boring.,Alice,2025-09-25 17:52:17,other,0.3,other,36,D4_HR,senior
I just found travel! It was funny.,Bob,2025-09-25 17:52:22,travel,0.95,travel,34,D3_Legal,Level 1
I just loved an app! It was weird.,Bob,2025-09-25 17:52:27,other,0.92,other,34,D3_Legal,Level 1
I just shared a story! It was amazing.,Eve,2025-09-25 17:52:32,other,0.0,other,38,D5_Operations,associate
I just shared Python! It was amazing.,Eve,2025-09-25 17:52:37,tech,0.91,Python,37,D2_Mfg,Level 2
I just found Python! It was amazing.,Charlie,2025-09-25 17:52:42,tech,0.2,Python,36,D2_Mfg,lead
I just saw a movie! It was weird.,Bob,2025-09-25 17:52:47,entertainment,0.11,movie,33,D1_Finance,associate
I just loved travel! It was weird.,Charlie,2025-09-25 17:52:52,travel,0.16,travel,34,D2_Mfg,Level 1
I just tried game! It was weird.,Eve,2025-09-25 17:52:57,gaming,0.91,game,32,D5_Operations,associate
I just tried a movie! It was boring.,Alice,2025-09-25 17:53:02,entertainment,0.33,movie,36,D6_Logistics,associate
I just tried an app! It was amazing.,Bob,2025-09-25 17:53:07,other,0.03,other,36,D1_Finance,Level 2
I just tried travel! It was funny.,Charlie,2025-09-25 17:53:12,travel,0.43,travel,34,D2_Mfg,Level 1
I just saw an app! It was weird.,Charlie,2025-09-25 17:53:18,other,0.14,other,32,D2_Mfg,associate
I just tried an app! It was funny.,Bob,2025-09-25 17:53:23,other,0.29,other,34,D5_Operations,Level 2
I just loved JavaScript! It was funny.,Charlie,2025-09-25 17:53:28,tech,0.5,JavaScript,38,D5_Operations,Hourly
I just saw a story! It was amazing.,Charlie,2025-09-25 17:53:33,other,0.15,other,35,D5_Operations,Hourly
I just found game! It was weird.,Charlie,2025-09-25 17:53:38,gaming,0.17,game,32,D6_Logistics,lead
I just found a story! It was funny.,Eve,2025-09-25 17:53:43,other,0.69,other,35,D5_Operations,associate
I just shared travel! It was boring.,Bob,2025-09-25 17:53:48,travel,0.01,travel,36,D1_Finance,Hourly
I just shared a trick! It was funny.,Bob,2025-09-25 17:53:53,other,0.27,other,36,D3_Legal,Hourly
I just found JavaScript! It was funny.,Bob,2025-09-25 17:53:58,tech,0.59,JavaScript,38,D1_Finance,Level 1
I just found travel! It was funny.,Charlie,2025-09-25 17:54:03,travel,0.83,travel,34,D1_Finance,Level 2
I just found JavaScript! It was weird.,Alice,2025-09-25 17:54:08,tech,0.58,JavaScript,38,D5_Operations,associate
I just saw an app! It was amazing.,Bob,2025-09-25 17:54:13,other,0.38,other,34,D2_Mfg,senior
I just saw a trick! It was amazing.,Charlie,2025-09-25 17:54:18,other,0.26,other,35,D5_Operations,lead
I just found Python! It was exciting.,Eve,2025-09-25 17:54:24,tech,0.23,Python,37,D5_Operations,associate
I just found a meme! It was boring.,Alice,2025-09-25 17:54:29,humor,0.37,meme,35,D4_HR,Level 1
I just found a trick! It was boring.,Charlie,2025-09-25 17:54:34,other,0.69,other,36,D2_Mfg,Hourly
I just loved recipe! It was amazing.,Eve,2025-09-25 17:54:39,food,0.21,recipe,36,D4_HR,lead
